,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,taxid_ch1,characteristics_ch1,growth_protocol_ch1,molecule_ch1,extract_protocol_ch1,description,data_processing,platform_id,contact_name,contact_email,contact_laboratory,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,instrument_model,library_selection,library_source,library_strategy,relation,supplementary_file_1,series_id,data_row_count,Assay Type,BioProject,BioSample,Cell_type,Center Name,Consent,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Patient,Platform,Sample Name,source_name,SRA Study,Mouse_ID,treatment,cell_status,library,read_length,read_length_description,tumor_abbreviation,tumor_name,source,tumor_subtype,pooled_or_single,group_assign,leiden,Melanocyte,Hepatocyte,Epithelial cell,Fibroblast,Endothelial cell,B/Plasma cell,T/NK cell,Macro/Mono/DC,Oligodendrocyte,Neuron,Astrocyte,HSC,cell_type,confidence,donor,cell_label
SRR4375581,bulk RNA-seq MRD199_VCRCyclo_M9_C2,GSM2339454,Public on Dec 06 2016,Oct 06 2016,May 15 2019,SRA,1,ALL-199_bulk M9 treated PDX,Homo sapiens,9606,patient: BCP-ALL pediatric__mouse id: NOD scid gamma__cell type: PDX cell__treatment: VCR & Cyclo treatment,NA,total RNA,"cDNA synthesis protocol: 1000 cells were sorted into TCL lysis buffer (Qiagen). mRNA was cleaned up from the crude lysate using AMPure XP RNA beads. cDNA was synthesised and pooled according to the SCRB-seq protocol (Soumillon et al., 2014). 0.8ng of cDNA pool was used for library construction using the Nextera XT protocol (Illumina).",ALL-199__processed data file: MRD199bulk.counts.txt,"Sequencing reads were demultiplexed from the Nextera (i5 and i7) indices using deML (Renaud 2014, Bioinformatics)__Demultiplexed reads were aligned to the human genome (hg19) and ERCC reference usingSTAR (Dobin et al., 2014)__Count data was generated from mapped readson ENSEMBL gene models (GRCh38.74) considering UMI information using the Drop-seq pipeline (Macosko et al., 2015)__Genome_build: hg19__Supplementary_files_format_and_content: processed data files are text files with count data, where columns equal to samples and rows equal to genes",GPL18460,"Christoph,,Ziegenhain",ziegenhain@bio.lmu.de,Anthropology & Human genomics,Department Biology II,Ludwig-Maximilians University Munich,Großhaderner Str. 2,Martinsried,Bavaria,82152,Germany,Illumina HiSeq 1500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05877545__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX2226894,NONE,GSE83142,0,RNA-Seq,PRJNA325123,SAMN05877545,PDX cell,GEO,public,SRX2226894,GSM2339454,Illumina HiSeq 1500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,BCP-ALL pediatric,ILLUMINA,GSM2339454,ALL-199_bulk M9 treated PDX,SRP076334,NOD scid gamma,VCR & Cyclo treatment,NA,single-end,51,51 bp,ALL,Acute lymphoblastic leukemia,PDX,BCP-ALL pediatric,Bulk,NA,2,1,0,0,0,0,1,1,0,0,0,0,1,B/Plasma cell,Undecided,BCP-ALL pediatric,Malignant cell
SRR4375582,bulk RNA-seq MRD199_VCRCyclo_M18_C3,GSM2339455,Public on Dec 06 2016,Oct 06 2016,May 15 2019,SRA,1,ALL-199_bulk M18 treated PDX,Homo sapiens,9606,patient: BCP-ALL pediatric__mouse id: NOD scid gamma__cell type: PDX cell__treatment: VCR & Cyclo treatment,NA,total RNA,"cDNA synthesis protocol: 1000 cells were sorted into TCL lysis buffer (Qiagen). mRNA was cleaned up from the crude lysate using AMPure XP RNA beads. cDNA was synthesised and pooled according to the SCRB-seq protocol (Soumillon et al., 2014). 0.8ng of cDNA pool was used for library construction using the Nextera XT protocol (Illumina).",ALL-199__processed data file: MRD199bulk.counts.txt,"Sequencing reads were demultiplexed from the Nextera (i5 and i7) indices using deML (Renaud 2014, Bioinformatics)__Demultiplexed reads were aligned to the human genome (hg19) and ERCC reference usingSTAR (Dobin et al., 2014)__Count data was generated from mapped readson ENSEMBL gene models (GRCh38.74) considering UMI information using the Drop-seq pipeline (Macosko et al., 2015)__Genome_build: hg19__Supplementary_files_format_and_content: processed data files are text files with count data, where columns equal to samples and rows equal to genes",GPL18460,"Christoph,,Ziegenhain",ziegenhain@bio.lmu.de,Anthropology & Human genomics,Department Biology II,Ludwig-Maximilians University Munich,Großhaderner Str. 2,Martinsried,Bavaria,82152,Germany,Illumina HiSeq 1500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05877544__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX2226895,NONE,GSE83142,0,RNA-Seq,PRJNA325123,SAMN05877544,PDX cell,GEO,public,SRX2226895,GSM2339455,Illumina HiSeq 1500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,BCP-ALL pediatric,ILLUMINA,GSM2339455,ALL-199_bulk M18 treated PDX,SRP076334,NOD scid gamma,VCR & Cyclo treatment,NA,single-end,51,51 bp,ALL,Acute lymphoblastic leukemia,PDX,BCP-ALL pediatric,Bulk,NA,2,1,0,0,0,0,1,1,1,0,0,0,1,B/Plasma cell,Undecided,BCP-ALL pediatric,Malignant cell
SRR4375583,bulk RNA-seq MRD199_VCRCyclo_M302119_C6,GSM2339456,Public on Dec 06 2016,Oct 06 2016,May 15 2019,SRA,1,ALL-199_bulk M302119 treated PDX,Homo sapiens,9606,patient: BCP-ALL pediatric__mouse id: NOD scid gamma__cell type: PDX cell__treatment: VCR & Cyclo treatment,NA,total RNA,"cDNA synthesis protocol: 1000 cells were sorted into TCL lysis buffer (Qiagen). mRNA was cleaned up from the crude lysate using AMPure XP RNA beads. cDNA was synthesised and pooled according to the SCRB-seq protocol (Soumillon et al., 2014). 0.8ng of cDNA pool was used for library construction using the Nextera XT protocol (Illumina).",ALL-199__processed data file: MRD199bulk.counts.txt,"Sequencing reads were demultiplexed from the Nextera (i5 and i7) indices using deML (Renaud 2014, Bioinformatics)__Demultiplexed reads were aligned to the human genome (hg19) and ERCC reference usingSTAR (Dobin et al., 2014)__Count data was generated from mapped readson ENSEMBL gene models (GRCh38.74) considering UMI information using the Drop-seq pipeline (Macosko et al., 2015)__Genome_build: hg19__Supplementary_files_format_and_content: processed data files are text files with count data, where columns equal to samples and rows equal to genes",GPL18460,"Christoph,,Ziegenhain",ziegenhain@bio.lmu.de,Anthropology & Human genomics,Department Biology II,Ludwig-Maximilians University Munich,Großhaderner Str. 2,Martinsried,Bavaria,82152,Germany,Illumina HiSeq 1500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05877543__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX2226896,NONE,GSE83142,0,RNA-Seq,PRJNA325123,SAMN05877543,PDX cell,GEO,public,SRX2226896,GSM2339456,Illumina HiSeq 1500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,BCP-ALL pediatric,ILLUMINA,GSM2339456,ALL-199_bulk M302119 treated PDX,SRP076334,NOD scid gamma,VCR & Cyclo treatment,NA,single-end,51,51 bp,ALL,Acute lymphoblastic leukemia,PDX,BCP-ALL pediatric,Bulk,NA,2,1,0,0,0,0,1,1,1,0,0,0,1,B/Plasma cell,Undecided,BCP-ALL pediatric,Malignant cell
SRR4375584,bulk RNA-seq MRD199_VCRCyclo_M20_D4,GSM2339457,Public on Dec 06 2016,Oct 06 2016,May 15 2019,SRA,1,ALL-199_bulk M20 treated PDX,Homo sapiens,9606,patient: BCP-ALL pediatric__mouse id: NOD scid gamma__cell type: PDX cell__treatment: VCR & Cyclo treatment,NA,total RNA,"cDNA synthesis protocol: 1000 cells were sorted into TCL lysis buffer (Qiagen). mRNA was cleaned up from the crude lysate using AMPure XP RNA beads. cDNA was synthesised and pooled according to the SCRB-seq protocol (Soumillon et al., 2014). 0.8ng of cDNA pool was used for library construction using the Nextera XT protocol (Illumina).",ALL-199__processed data file: MRD199bulk.counts.txt,"Sequencing reads were demultiplexed from the Nextera (i5 and i7) indices using deML (Renaud 2014, Bioinformatics)__Demultiplexed reads were aligned to the human genome (hg19) and ERCC reference usingSTAR (Dobin et al., 2014)__Count data was generated from mapped readson ENSEMBL gene models (GRCh38.74) considering UMI information using the Drop-seq pipeline (Macosko et al., 2015)__Genome_build: hg19__Supplementary_files_format_and_content: processed data files are text files with count data, where columns equal to samples and rows equal to genes",GPL18460,"Christoph,,Ziegenhain",ziegenhain@bio.lmu.de,Anthropology & Human genomics,Department Biology II,Ludwig-Maximilians University Munich,Großhaderner Str. 2,Martinsried,Bavaria,82152,Germany,Illumina HiSeq 1500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05877542__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX2226897,NONE,GSE83142,0,RNA-Seq,PRJNA325123,SAMN05877542,PDX cell,GEO,public,SRX2226897,GSM2339457,Illumina HiSeq 1500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,BCP-ALL pediatric,ILLUMINA,GSM2339457,ALL-199_bulk M20 treated PDX,SRP076334,NOD scid gamma,VCR & Cyclo treatment,NA,single-end,51,51 bp,ALL,Acute lymphoblastic leukemia,PDX,BCP-ALL pediatric,Bulk,NA,2,1,0,0,0,0,1,0,1,0,0,0,1,B/Plasma cell,Undecided,BCP-ALL pediatric,Malignant cell
SRR4375585,bulk RNA-seq MRD199_VCRCyclo_M11_D5,GSM2339458,Public on Dec 06 2016,Oct 06 2016,May 15 2019,SRA,1,ALL-199_bulk M11 treated PDX,Homo sapiens,9606,patient: BCP-ALL pediatric__mouse id: NOD scid gamma__cell type: PDX cell__treatment: VCR & Cyclo treatment,NA,total RNA,"cDNA synthesis protocol: 1000 cells were sorted into TCL lysis buffer (Qiagen). mRNA was cleaned up from the crude lysate using AMPure XP RNA beads. cDNA was synthesised and pooled according to the SCRB-seq protocol (Soumillon et al., 2014). 0.8ng of cDNA pool was used for library construction using the Nextera XT protocol (Illumina).",ALL-199__processed data file: MRD199bulk.counts.txt,"Sequencing reads were demultiplexed from the Nextera (i5 and i7) indices using deML (Renaud 2014, Bioinformatics)__Demultiplexed reads were aligned to the human genome (hg19) and ERCC reference usingSTAR (Dobin et al., 2014)__Count data was generated from mapped readson ENSEMBL gene models (GRCh38.74) considering UMI information using the Drop-seq pipeline (Macosko et al., 2015)__Genome_build: hg19__Supplementary_files_format_and_content: processed data files are text files with count data, where columns equal to samples and rows equal to genes",GPL18460,"Christoph,,Ziegenhain",ziegenhain@bio.lmu.de,Anthropology & Human genomics,Department Biology II,Ludwig-Maximilians University Munich,Großhaderner Str. 2,Martinsried,Bavaria,82152,Germany,Illumina HiSeq 1500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05877538__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX2226898,NONE,GSE83142,0,RNA-Seq,PRJNA325123,SAMN05877538,PDX cell,GEO,public,SRX2226898,GSM2339458,Illumina HiSeq 1500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,BCP-ALL pediatric,ILLUMINA,GSM2339458,ALL-199_bulk M11 treated PDX,SRP076334,NOD scid gamma,VCR & Cyclo treatment,NA,single-end,51,51 bp,ALL,Acute lymphoblastic leukemia,PDX,BCP-ALL pediatric,Bulk,NA,2,1,0,0,0,0,1,1,1,0,0,0,1,B/Plasma cell,Undecided,BCP-ALL pediatric,Malignant cell
SRR4375586,bulk RNA-seq MRD199_Ctrl_M94_D6,GSM2339459,Public on Dec 06 2016,Oct 06 2016,May 15 2019,SRA,1,ALL-199_bulk M94 untreated PDX,Homo sapiens,9606,patient: BCP-ALL pediatric__mouse id: NOD scid gamma__cell type: PDX cell__treatment: -,NA,total RNA,"cDNA synthesis protocol: 1000 cells were sorted into TCL lysis buffer (Qiagen). mRNA was cleaned up from the crude lysate using AMPure XP RNA beads. cDNA was synthesised and pooled according to the SCRB-seq protocol (Soumillon et al., 2014). 0.8ng of cDNA pool was used for library construction using the Nextera XT protocol (Illumina).",ALL-199__processed data file: MRD199bulk.counts.txt,"Sequencing reads were demultiplexed from the Nextera (i5 and i7) indices using deML (Renaud 2014, Bioinformatics)__Demultiplexed reads were aligned to the human genome (hg19) and ERCC reference usingSTAR (Dobin et al., 2014)__Count data was generated from mapped readson ENSEMBL gene models (GRCh38.74) considering UMI information using the Drop-seq pipeline (Macosko et al., 2015)__Genome_build: hg19__Supplementary_files_format_and_content: processed data files are text files with count data, where columns equal to samples and rows equal to genes",GPL18460,"Christoph,,Ziegenhain",ziegenhain@bio.lmu.de,Anthropology & Human genomics,Department Biology II,Ludwig-Maximilians University Munich,Großhaderner Str. 2,Martinsried,Bavaria,82152,Germany,Illumina HiSeq 1500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05877537__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX2226899,NONE,GSE83142,0,RNA-Seq,PRJNA325123,SAMN05877537,PDX cell,GEO,public,SRX2226899,GSM2339459,Illumina HiSeq 1500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,BCP-ALL pediatric,ILLUMINA,GSM2339459,ALL-199_bulk M94 untreated PDX,SRP076334,NOD scid gamma,-,NA,single-end,51,51 bp,ALL,Acute lymphoblastic leukemia,PDX,BCP-ALL pediatric,Bulk,NA,2,1,0,0,0,0,1,0,0,0,0,0,1,B/Plasma cell,Undecided,BCP-ALL pediatric,Malignant cell
SRR4375587,bulk RNA-seq MRD199_VCRCyclo_M19_E1,GSM2339460,Public on Dec 06 2016,Oct 06 2016,May 15 2019,SRA,1,ALL-199_bulk M19 treated PDX,Homo sapiens,9606,patient: BCP-ALL pediatric__mouse id: NOD scid gamma__cell type: PDX cell__treatment: VCR & Cyclo treatment,NA,total RNA,"cDNA synthesis protocol: 1000 cells were sorted into TCL lysis buffer (Qiagen). mRNA was cleaned up from the crude lysate using AMPure XP RNA beads. cDNA was synthesised and pooled according to the SCRB-seq protocol (Soumillon et al., 2014). 0.8ng of cDNA pool was used for library construction using the Nextera XT protocol (Illumina).",ALL-199__processed data file: MRD199bulk.counts.txt,"Sequencing reads were demultiplexed from the Nextera (i5 and i7) indices using deML (Renaud 2014, Bioinformatics)__Demultiplexed reads were aligned to the human genome (hg19) and ERCC reference usingSTAR (Dobin et al., 2014)__Count data was generated from mapped readson ENSEMBL gene models (GRCh38.74) considering UMI information using the Drop-seq pipeline (Macosko et al., 2015)__Genome_build: hg19__Supplementary_files_format_and_content: processed data files are text files with count data, where columns equal to samples and rows equal to genes",GPL18460,"Christoph,,Ziegenhain",ziegenhain@bio.lmu.de,Anthropology & Human genomics,Department Biology II,Ludwig-Maximilians University Munich,Großhaderner Str. 2,Martinsried,Bavaria,82152,Germany,Illumina HiSeq 1500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05877536__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX2226900,NONE,GSE83142,0,RNA-Seq,PRJNA325123,SAMN05877536,PDX cell,GEO,public,SRX2226900,GSM2339460,Illumina HiSeq 1500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,BCP-ALL pediatric,ILLUMINA,GSM2339460,ALL-199_bulk M19 treated PDX,SRP076334,NOD scid gamma,VCR & Cyclo treatment,NA,single-end,51,51 bp,ALL,Acute lymphoblastic leukemia,PDX,BCP-ALL pediatric,Bulk,NA,2,1,0,0,0,0,1,0,0,0,0,0,1,B/Plasma cell,Undecided,BCP-ALL pediatric,Malignant cell
SRR4375588,bulk RNA-seq MRD199_Ctrl_M94_E6,GSM2339461,Public on Dec 06 2016,Oct 06 2016,May 15 2019,SRA,1,ALL-199_bulk M94 untreated PDX,Homo sapiens,9606,patient: BCP-ALL pediatric__mouse id: NOD scid gamma__cell type: PDX cell__treatment: -,NA,total RNA,"cDNA synthesis protocol: 1000 cells were sorted into TCL lysis buffer (Qiagen). mRNA was cleaned up from the crude lysate using AMPure XP RNA beads. cDNA was synthesised and pooled according to the SCRB-seq protocol (Soumillon et al., 2014). 0.8ng of cDNA pool was used for library construction using the Nextera XT protocol (Illumina).",ALL-199__processed data file: MRD199bulk.counts.txt,"Sequencing reads were demultiplexed from the Nextera (i5 and i7) indices using deML (Renaud 2014, Bioinformatics)__Demultiplexed reads were aligned to the human genome (hg19) and ERCC reference usingSTAR (Dobin et al., 2014)__Count data was generated from mapped readson ENSEMBL gene models (GRCh38.74) considering UMI information using the Drop-seq pipeline (Macosko et al., 2015)__Genome_build: hg19__Supplementary_files_format_and_content: processed data files are text files with count data, where columns equal to samples and rows equal to genes",GPL18460,"Christoph,,Ziegenhain",ziegenhain@bio.lmu.de,Anthropology & Human genomics,Department Biology II,Ludwig-Maximilians University Munich,Großhaderner Str. 2,Martinsried,Bavaria,82152,Germany,Illumina HiSeq 1500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05877535__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX2226901,NONE,GSE83142,0,RNA-Seq,PRJNA325123,SAMN05877535,PDX cell,GEO,public,SRX2226901,GSM2339461,Illumina HiSeq 1500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,BCP-ALL pediatric,ILLUMINA,GSM2339461,ALL-199_bulk M94 untreated PDX,SRP076334,NOD scid gamma,-,NA,single-end,51,51 bp,ALL,Acute lymphoblastic leukemia,PDX,BCP-ALL pediatric,Bulk,NA,2,0,0,0,0,0,1,1,1,0,0,0,1,B/Plasma cell,Undecided,BCP-ALL pediatric,Malignant cell
SRR4375589,bulk RNA-seq MRD199_Ctrl_M85_F6,GSM2339462,Public on Dec 06 2016,Oct 06 2016,May 15 2019,SRA,1,ALL-199_bulk M85 untreated PDX,Homo sapiens,9606,patient: BCP-ALL pediatric__mouse id: NOD scid gamma__cell type: PDX cell__treatment: -,NA,total RNA,"cDNA synthesis protocol: 1000 cells were sorted into TCL lysis buffer (Qiagen). mRNA was cleaned up from the crude lysate using AMPure XP RNA beads. cDNA was synthesised and pooled according to the SCRB-seq protocol (Soumillon et al., 2014). 0.8ng of cDNA pool was used for library construction using the Nextera XT protocol (Illumina).",ALL-199__processed data file: MRD199bulk.counts.txt,"Sequencing reads were demultiplexed from the Nextera (i5 and i7) indices using deML (Renaud 2014, Bioinformatics)__Demultiplexed reads were aligned to the human genome (hg19) and ERCC reference usingSTAR (Dobin et al., 2014)__Count data was generated from mapped readson ENSEMBL gene models (GRCh38.74) considering UMI information using the Drop-seq pipeline (Macosko et al., 2015)__Genome_build: hg19__Supplementary_files_format_and_content: processed data files are text files with count data, where columns equal to samples and rows equal to genes",GPL18460,"Christoph,,Ziegenhain",ziegenhain@bio.lmu.de,Anthropology & Human genomics,Department Biology II,Ludwig-Maximilians University Munich,Großhaderner Str. 2,Martinsried,Bavaria,82152,Germany,Illumina HiSeq 1500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05877534__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX2226902,NONE,GSE83142,0,RNA-Seq,PRJNA325123,SAMN05877534,PDX cell,GEO,public,SRX2226902,GSM2339462,Illumina HiSeq 1500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,BCP-ALL pediatric,ILLUMINA,GSM2339462,ALL-199_bulk M85 untreated PDX,SRP076334,NOD scid gamma,-,NA,single-end,51,51 bp,ALL,Acute lymphoblastic leukemia,PDX,BCP-ALL pediatric,Bulk,NA,2,1,0,0,0,0,1,0,0,0,0,0,1,B/Plasma cell,Undecided,BCP-ALL pediatric,Malignant cell
SRR4375590,bulk RNA-seq MRD199_VCRCyclo_M17_G1,GSM2339463,Public on Dec 06 2016,Oct 06 2016,May 15 2019,SRA,1,ALL-199_bulk M17 treated PDX,Homo sapiens,9606,patient: BCP-ALL pediatric__mouse id: NOD scid gamma__cell type: PDX cell__treatment: VCR & Cyclo treatment,NA,total RNA,"cDNA synthesis protocol: 1000 cells were sorted into TCL lysis buffer (Qiagen). mRNA was cleaned up from the crude lysate using AMPure XP RNA beads. cDNA was synthesised and pooled according to the SCRB-seq protocol (Soumillon et al., 2014). 0.8ng of cDNA pool was used for library construction using the Nextera XT protocol (Illumina).",ALL-199__processed data file: MRD199bulk.counts.txt,"Sequencing reads were demultiplexed from the Nextera (i5 and i7) indices using deML (Renaud 2014, Bioinformatics)__Demultiplexed reads were aligned to the human genome (hg19) and ERCC reference usingSTAR (Dobin et al., 2014)__Count data was generated from mapped readson ENSEMBL gene models (GRCh38.74) considering UMI information using the Drop-seq pipeline (Macosko et al., 2015)__Genome_build: hg19__Supplementary_files_format_and_content: processed data files are text files with count data, where columns equal to samples and rows equal to genes",GPL18460,"Christoph,,Ziegenhain",ziegenhain@bio.lmu.de,Anthropology & Human genomics,Department Biology II,Ludwig-Maximilians University Munich,Großhaderner Str. 2,Martinsried,Bavaria,82152,Germany,Illumina HiSeq 1500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05877533__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX2226903,NONE,GSE83142,0,RNA-Seq,PRJNA325123,SAMN05877533,PDX cell,GEO,public,SRX2226903,GSM2339463,Illumina HiSeq 1500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,BCP-ALL pediatric,ILLUMINA,GSM2339463,ALL-199_bulk M17 treated PDX,SRP076334,NOD scid gamma,VCR & Cyclo treatment,NA,single-end,51,51 bp,ALL,Acute lymphoblastic leukemia,PDX,BCP-ALL pediatric,Bulk,NA,2,1,0,0,0,0,1,1,1,0,0,0,1,B/Plasma cell,Undecided,BCP-ALL pediatric,Malignant cell
SRR4375591,bulk RNA-seq MRD199_Ctrl_M7_G2,GSM2339464,Public on Dec 06 2016,Oct 06 2016,May 15 2019,SRA,1,ALL-199_bulk M7 untreated PDX,Homo sapiens,9606,patient: BCP-ALL pediatric__mouse id: NOD scid gamma__cell type: PDX cell__treatment: -,NA,total RNA,"cDNA synthesis protocol: 1000 cells were sorted into TCL lysis buffer (Qiagen). mRNA was cleaned up from the crude lysate using AMPure XP RNA beads. cDNA was synthesised and pooled according to the SCRB-seq protocol (Soumillon et al., 2014). 0.8ng of cDNA pool was used for library construction using the Nextera XT protocol (Illumina).",ALL-199__processed data file: MRD199bulk.counts.txt,"Sequencing reads were demultiplexed from the Nextera (i5 and i7) indices using deML (Renaud 2014, Bioinformatics)__Demultiplexed reads were aligned to the human genome (hg19) and ERCC reference usingSTAR (Dobin et al., 2014)__Count data was generated from mapped readson ENSEMBL gene models (GRCh38.74) considering UMI information using the Drop-seq pipeline (Macosko et al., 2015)__Genome_build: hg19__Supplementary_files_format_and_content: processed data files are text files with count data, where columns equal to samples and rows equal to genes",GPL18460,"Christoph,,Ziegenhain",ziegenhain@bio.lmu.de,Anthropology & Human genomics,Department Biology II,Ludwig-Maximilians University Munich,Großhaderner Str. 2,Martinsried,Bavaria,82152,Germany,Illumina HiSeq 1500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05877532__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX2226904,NONE,GSE83142,0,RNA-Seq,PRJNA325123,SAMN05877532,PDX cell,GEO,public,SRX2226904,GSM2339464,Illumina HiSeq 1500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,BCP-ALL pediatric,ILLUMINA,GSM2339464,ALL-199_bulk M7 untreated PDX,SRP076334,NOD scid gamma,-,NA,single-end,51,51 bp,ALL,Acute lymphoblastic leukemia,PDX,BCP-ALL pediatric,Bulk,NA,2,1,0,0,0,0,1,0,0,0,0,0,1,B/Plasma cell,Undecided,BCP-ALL pediatric,Malignant cell
