,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,taxid_ch1,characteristics_ch1,molecule_ch1,extract_protocol_ch1,description,data_processing,platform_id,contact_name,contact_email,contact_phone,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,instrument_model,library_selection,library_source,library_strategy,relation,supplementary_file_1,series_id,data_row_count,Assay Type,BioProject,BioSample,Center Name,Consent,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,Sample Name,source_name,SRA Study,who_classification,library,read_length,read_length_description,tumor_abbreviation,tumor_name,source,tumor_subtype,pooled_or_single,PDX_sourced_patient_id,tumor_site,leiden,Melanocyte,Hepatocyte,Epithelial cell,Fibroblast,Endothelial cell,B/Plasma cell,T/NK cell,Macro/Mono/DC,Oligodendrocyte,Neuron,Astrocyte,HSC,cell_type,confidence,donor,cell_label
SRR13092487,ETP-12_SingleCell_A8_S345,GSM4921915,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: ETP-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",ETP-12_ETP-ALL-PDX_011,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16855442__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9538084,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4921nnn/GSM4921915/suppl/GSM4921915_ETP-12_SingleCell_A8_S345_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16855442,GEO,public,SRX9538084,GSM4921915,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4921915,NSG spleen,SRP293518,ETP-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,ETP-ALL,Single-cell,ETP-12,NSG spleen,2,1,0,0,0,0,1,1,0,0,0,0,1,T/NK cell,Undecided,ETP-ALL,Malignant cell
SRR13092488,ETP-12_SingleCell_A9_S353,GSM4921916,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: ETP-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",ETP-12_ETP-ALL-PDX_012,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16855441__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9538085,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4921nnn/GSM4921916/suppl/GSM4921916_ETP-12_SingleCell_A9_S353_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16855441,GEO,public,SRX9538085,GSM4921916,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4921916,NSG spleen,SRP293518,ETP-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,ETP-ALL,Single-cell,ETP-12,NSG spleen,2,0,0,0,0,0,0,1,0,1,0,0,1,T/NK cell,Undecided,ETP-ALL,Malignant cell
SRR13092489,ETP-12_SingleCell_B10_S362,GSM4921917,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: ETP-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",ETP-12_ETP-ALL-PDX_013,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16855470__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9538086,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4921nnn/GSM4921917/suppl/GSM4921917_ETP-12_SingleCell_B10_S362_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16855470,GEO,public,SRX9538086,GSM4921917,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4921917,NSG spleen,SRP293518,ETP-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,ETP-ALL,Single-cell,ETP-12,NSG spleen,2,0,0,0,0,0,1,1,0,0,0,0,1,T/NK cell,Undecided,ETP-ALL,Malignant cell
SRR13092490,ETP-12_SingleCell_B11_S370,GSM4921918,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: ETP-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",ETP-12_ETP-ALL-PDX_014,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16855469__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9538087,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4921nnn/GSM4921918/suppl/GSM4921918_ETP-12_SingleCell_B11_S370_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16855469,GEO,public,SRX9538087,GSM4921918,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4921918,NSG spleen,SRP293518,ETP-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,ETP-ALL,Single-cell,ETP-12,NSG spleen,2,1,0,0,0,0,1,1,0,0,0,0,1,T/NK cell,Undecided,ETP-ALL,Malignant cell
SRR13092491,ETP-12_SingleCell_B12_S378,GSM4921919,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: ETP-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",ETP-12_ETP-ALL-PDX_015,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16855468__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9538088,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4921nnn/GSM4921919/suppl/GSM4921919_ETP-12_SingleCell_B12_S378_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16855468,GEO,public,SRX9538088,GSM4921919,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4921919,NSG spleen,SRP293518,ETP-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,ETP-ALL,Single-cell,ETP-12,NSG spleen,2,0,0,0,0,0,1,1,0,0,0,0,1,T/NK cell,Undecided,ETP-ALL,Malignant cell
SRR13092492,ETP-12_SingleCell_B1_S290,GSM4921920,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: ETP-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",ETP-12_ETP-ALL-PDX_016,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16855467__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9538089,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4921nnn/GSM4921920/suppl/GSM4921920_ETP-12_SingleCell_B1_S290_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16855467,GEO,public,SRX9538089,GSM4921920,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4921920,NSG spleen,SRP293518,ETP-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,ETP-ALL,Single-cell,ETP-12,NSG spleen,2,1,0,0,0,0,1,1,0,0,0,0,1,T/NK cell,Undecided,ETP-ALL,Malignant cell
SRR13092493,ETP-12_SingleCell_B2_S298,GSM4921921,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: ETP-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",ETP-12_ETP-ALL-PDX_017,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16855466__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9538090,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4921nnn/GSM4921921/suppl/GSM4921921_ETP-12_SingleCell_B2_S298_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16855466,GEO,public,SRX9538090,GSM4921921,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4921921,NSG spleen,SRP293518,ETP-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,ETP-ALL,Single-cell,ETP-12,NSG spleen,2,1,0,0,0,0,1,1,0,0,0,0,1,T/NK cell,Undecided,ETP-ALL,Malignant cell
SRR13092494,ETP-12_SingleCell_B3_S306,GSM4921922,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: ETP-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",ETP-12_ETP-ALL-PDX_018,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16855465__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9538091,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4921nnn/GSM4921922/suppl/GSM4921922_ETP-12_SingleCell_B3_S306_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16855465,GEO,public,SRX9538091,GSM4921922,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4921922,NSG spleen,SRP293518,ETP-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,ETP-ALL,Single-cell,ETP-12,NSG spleen,2,1,0,0,0,0,1,1,0,0,0,0,1,T/NK cell,Undecided,ETP-ALL,Malignant cell
SRR13092495,ETP-12_SingleCell_B4_S314,GSM4921923,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: ETP-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",ETP-12_ETP-ALL-PDX_019,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16855464__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9538092,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4921nnn/GSM4921923/suppl/GSM4921923_ETP-12_SingleCell_B4_S314_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16855464,GEO,public,SRX9538092,GSM4921923,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4921923,NSG spleen,SRP293518,ETP-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,ETP-ALL,Single-cell,ETP-12,NSG spleen,2,1,0,0,0,0,0,1,1,0,0,0,1,T/NK cell,Undecided,ETP-ALL,Malignant cell
SRR13092496,ETP-12_SingleCell_B5_S322,GSM4921924,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: ETP-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",ETP-12_ETP-ALL-PDX_020,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16855463__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9538093,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4921nnn/GSM4921924/suppl/GSM4921924_ETP-12_SingleCell_B5_S322_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16855463,GEO,public,SRX9538093,GSM4921924,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4921924,NSG spleen,SRP293518,ETP-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,ETP-ALL,Single-cell,ETP-12,NSG spleen,2,1,0,0,0,0,1,1,0,0,0,0,1,T/NK cell,Undecided,ETP-ALL,Malignant cell
SRR13092497,ETP-12_SingleCell_B6_S330,GSM4921925,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: ETP-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",ETP-12_ETP-ALL-PDX_021,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16854074__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9538094,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4921nnn/GSM4921925/suppl/GSM4921925_ETP-12_SingleCell_B6_S330_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16854074,GEO,public,SRX9538094,GSM4921925,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4921925,NSG spleen,SRP293518,ETP-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,ETP-ALL,Single-cell,ETP-12,NSG spleen,2,1,0,0,0,0,1,1,0,0,0,0,1,T/NK cell,Undecided,ETP-ALL,Malignant cell
SRR13092498,ETP-12_SingleCell_B7_S338,GSM4921926,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: ETP-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",ETP-12_ETP-ALL-PDX_022,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16855374__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9538095,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4921nnn/GSM4921926/suppl/GSM4921926_ETP-12_SingleCell_B7_S338_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16855374,GEO,public,SRX9538095,GSM4921926,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4921926,NSG spleen,SRP293518,ETP-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,ETP-ALL,Single-cell,ETP-12,NSG spleen,2,1,0,0,0,0,1,1,0,0,0,0,1,T/NK cell,Undecided,ETP-ALL,Malignant cell
